,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2137,09120,01,02,08,12,16,30,16
2138,09119,06,07,10,12,15,21,05
2139,09118,12,16,25,26,27,31,05
2140,09117,05,09,15,21,26,31,13
2141,09116,05,17,21,25,27,32,14
2142,09115,02,09,13,15,19,24,03
2143,09114,03,05,11,12,31,32,11
2144,09113,04,12,20,25,28,29,16
2145,09112,06,07,18,24,30,32,09
2146,09111,02,04,07,14,15,25,15
2147,09110,04,10,13,15,19,30,14
2148,09109,05,06,07,14,25,28,01
2149,09108,04,10,17,28,32,33,02
2150,09107,07,08,20,23,28,29,05
2151,09106,01,02,15,18,20,29,04
2152,09105,02,08,10,16,27,30,15
2153,09104,20,22,26,29,30,32,16
2154,09103,06,11,17,20,23,24,09
2155,09102,03,05,07,08,14,31,10
2156,09101,01,02,05,10,19,24,14
2157,09100,02,11,17,27,30,33,11
2158,09099,08,09,18,20,25,29,09
2159,09098,03,14,15,20,23,30,02
2160,09097,07,13,24,26,28,32,14
2161,09096,01,26,27,31,32,33,03
2162,09095,08,09,14,28,31,33,15
2163,09094,03,16,22,25,26,33,14
2164,09093,01,11,20,31,32,33,01
2165,09092,02,06,07,14,18,31,08
2166,09091,03,08,11,14,25,29,04
2167,09090,07,09,14,20,23,30,14
2168,09089,02,03,07,11,19,32,04
2169,09088,04,07,11,15,16,17,02
2170,09087,06,11,13,20,28,32,06
2171,09086,11,12,13,18,23,32,11
2172,09085,04,08,12,17,20,30,03
2173,09084,04,09,11,20,32,33,13
2174,09083,02,08,12,18,24,28,04
2175,09082,11,15,18,21,27,29,02
2176,09081,04,05,06,25,29,30,03
2177,09080,01,11,13,25,32,33,06
2178,09079,02,09,16,21,30,31,13
2179,09078,05,07,12,14,15,20,13
2180,09077,01,09,14,16,28,32,16
2181,09076,09,18,19,25,28,31,06
2182,09075,01,13,15,17,20,30,05
2183,09074,05,10,16,19,23,28,13
2184,09073,09,16,17,18,22,27,14
2185,09072,01,03,12,20,21,29,04
2186,09071,04,05,23,26,31,32,06
2187,09070,01,02,09,10,21,31,10
2188,09069,03,05,12,18,21,23,02
2189,09068,06,11,18,20,25,30,05
2190,09067,04,10,16,23,28,30,05
2191,09066,02,15,19,24,31,32,04
2192,09065,08,12,20,22,30,33,02
2193,09064,01,02,14,23,28,29,15
2194,09063,02,05,11,26,30,32,16
2195,09062,10,19,20,21,23,32,10
2196,09061,10,11,13,16,19,30,03
2197,09060,07,13,17,26,32,33,04
2198,09059,03,07,13,23,27,30,11
2199,09058,05,08,10,15,23,26,09
2200,09057,05,07,10,14,17,25,11
2201,09056,04,09,10,18,29,32,08
2202,09055,03,04,18,22,24,29,11
2203,09054,16,17,23,26,31,32,11
2204,09053,07,12,18,19,22,28,04
2205,09052,09,11,15,19,21,30,08
2206,09051,06,10,13,16,21,23,07
2207,09050,13,21,24,29,30,32,04
2208,09049,09,12,14,20,30,31,06
2209,09048,03,07,11,15,17,31,01
2210,09047,06,08,11,15,21,22,16
2211,09046,16,20,21,26,29,30,09
2212,09045,03,04,06,23,30,32,01
2213,09044,11,14,16,18,26,30,01
2214,09043,04,09,10,15,18,26,07
2215,09042,08,16,22,23,27,30,11
2216,09041,01,08,23,26,28,33,08
2217,09040,04,07,10,20,26,30,12
2218,09039,05,12,14,15,21,27,03
2219,09038,12,13,15,23,28,32,05
2220,09037,02,06,15,18,20,31,03
2221,09036,06,09,18,23,32,33,07
2222,09035,06,15,21,26,29,31,05
2223,09034,09,12,18,21,22,26,07
2224,09033,07,08,13,14,29,30,06
2225,09032,09,11,12,19,27,32,06
2226,09031,01,02,03,15,30,33,01
2227,09030,08,14,24,26,28,32,07
2228,09029,12,13,15,22,23,29,13
2229,09028,03,06,12,15,23,26,10
2230,09027,02,07,11,16,27,32,06
2231,09026,11,15,17,18,20,30,16
2232,09025,10,20,22,23,26,33,11
2233,09024,01,03,17,23,30,33,12
2234,09023,01,06,07,15,24,30,08
2235,09022,05,08,09,10,11,18,08
2236,09021,01,04,05,17,24,27,09
2237,09020,03,05,07,10,19,23,13
2238,09019,06,17,19,20,26,27,04
2239,09018,02,05,06,19,27,30,15
2240,09017,06,14,15,19,25,26,08
2241,09016,02,07,13,16,20,33,03
2242,09015,02,04,06,15,17,32,05
2243,09014,03,06,09,14,15,18,02
2244,09013,04,08,09,21,26,27,09
2245,09012,05,11,14,17,18,28,01
2246,09011,02,04,13,14,18,23,15
2247,09010,03,10,17,19,20,24,02
2248,09009,08,15,21,30,31,33,02
2249,09008,04,15,16,22,32,33,02
2250,09007,01,05,12,23,25,26,15
2251,09006,06,12,18,20,26,33,02
2252,09005,01,03,08,15,17,21,13
2253,09004,03,11,13,17,28,31,03
2254,09003,02,03,06,15,25,30,02
2255,09002,10,14,17,25,29,33,14
2256,09001,04,21,23,24,30,31,04
2257,08154,02,05,07,21,22,26,08
2258,08153,01,04,18,21,24,30,16
2259,08152,01,04,06,22,26,30,08
2260,08151,06,08,10,14,17,19,06
2261,08150,04,19,22,24,29,32,02
2262,08149,10,14,22,28,29,33,02
2263,08148,03,05,09,22,26,28,09
2264,08147,07,08,14,22,26,33,02
2265,08146,07,08,17,19,31,32,10
2266,08145,07,13,18,22,26,29,02
2267,08144,02,05,10,27,29,33,15
2268,08143,12,17,18,19,26,27,06
2269,08142,05,06,10,13,17,28,15
2270,08141,03,13,20,25,29,33,15
2271,08140,07,14,16,29,30,31,14
2272,08139,08,09,19,23,25,26,07
2273,08138,07,14,19,23,25,32,04
2274,08137,01,04,24,28,29,33,09
2275,08136,05,09,10,12,18,28,02
2276,08135,05,14,15,16,19,21,15
2277,08134,10,15,19,20,28,32,02
2278,08133,08,11,16,19,24,26,11
2279,08132,09,13,16,25,27,33,08
2280,08131,02,12,15,18,22,32,08
2281,08130,01,12,18,28,30,32,06
2282,08129,01,03,18,24,25,32,15
2283,08128,01,05,19,20,27,33,05
2284,08127,05,08,19,22,27,30,13
2285,08126,04,11,12,14,20,30,13
2286,08125,10,11,12,15,26,29,09
2287,08124,01,07,10,13,21,22,03
2288,08123,10,11,15,16,25,29,02
2289,08122,02,08,11,14,19,26,15
2290,08121,02,22,23,27,31,32,06
2291,08120,10,11,22,24,26,33,02
2292,08119,05,07,09,15,24,29,07
2293,08118,04,09,16,27,31,33,01
2294,08117,03,05,07,10,14,33,07
2295,08116,03,07,21,22,24,29,14
2296,08115,02,12,13,14,17,18,06
2297,08114,04,09,20,24,25,31,14
2298,08113,06,09,10,12,17,22,09
2299,08112,05,13,14,19,22,23,06
2300,08111,17,18,21,25,31,32,06
2301,08110,10,16,22,23,29,31,02
2302,08109,04,07,09,16,21,28,10
2303,08108,09,10,15,17,23,30,12
2304,08107,06,13,18,22,27,32,04
2305,08106,14,19,25,27,29,30,15
2306,08105,05,17,19,27,28,32,02
2307,08104,03,06,08,17,24,31,01
2308,08103,01,12,16,18,22,33,04
2309,08102,03,07,12,21,25,32,05
2310,08101,09,17,21,26,28,30,04
2311,08100,08,14,17,21,27,28,14
2312,08099,10,15,16,22,23,24,07
2313,08098,06,07,10,11,15,30,01
2314,08097,03,06,08,09,16,17,13
2315,08096,06,08,12,24,27,31,14
2316,08095,03,08,14,21,28,29,03
2317,08094,01,04,15,16,23,28,14
2318,08093,04,10,12,16,26,28,07
2319,08092,01,03,18,27,28,30,05
2320,08091,03,12,14,23,31,32,10
2321,08090,02,07,14,18,19,24,01
2322,08089,03,06,11,16,22,27,11
2323,08088,01,06,08,16,17,23,05
2324,08087,01,07,26,29,30,31,06
2325,08086,04,05,10,26,27,30,12
2326,08085,01,04,12,20,24,29,15
2327,08084,04,07,13,20,29,30,16
2328,08083,07,08,09,18,29,32,09
2329,08082,04,08,10,12,21,26,09
2330,08081,02,12,13,18,25,31,04
2331,08080,04,14,22,25,29,32,14
2332,08079,03,04,05,10,20,32,09
2333,08078,06,13,16,26,30,33,01
2334,08077,04,12,22,26,30,33,09
2335,08076,02,05,07,11,13,18,11
2336,08075,01,08,14,18,22,30,03
2337,08074,01,11,15,19,20,24,09
2338,08073,01,09,13,22,28,33,08
2339,08072,01,05,10,18,22,30,09
2340,08071,01,06,21,26,27,28,09
2341,08070,05,06,12,15,18,33,13
2342,08069,05,08,17,20,26,30,10
2343,08068,05,07,17,23,27,29,07
2344,08067,10,11,15,19,26,33,13
2345,08066,07,12,21,22,29,30,08
2346,08065,05,13,15,19,30,31,05
2347,08064,01,02,07,09,12,18,12
2348,08063,05,09,11,14,16,17,15
2349,08062,06,08,13,17,24,27,15
2350,08061,01,02,05,12,26,31,06
2351,08060,06,07,08,17,30,32,03
2352,08059,02,06,15,29,31,32,16
2353,08058,01,12,21,27,29,31,11
2354,08057,19,20,21,26,28,30,08
2355,08056,08,13,22,23,25,30,07
2356,08055,11,16,19,23,26,31,04
2357,08054,02,06,16,17,20,25,07
2358,08053,06,12,19,20,21,27,04
2359,08052,02,10,17,23,29,31,10
2360,08051,01,04,08,10,13,33,11
2361,08050,01,11,19,24,26,27,03
2362,08049,03,10,12,13,19,25,04
2363,08048,11,18,21,27,30,32,01
2364,08047,09,12,13,14,20,22,10
2365,08046,15,16,18,24,28,33,15
2366,08045,01,10,13,21,29,32,04
2367,08044,05,07,09,20,26,29,09
2368,08043,03,10,16,22,27,33,14
2369,08042,03,04,09,11,12,24,01
2370,08041,08,11,20,22,23,27,04
2371,08040,06,13,22,25,27,28,09
2372,08039,01,07,10,13,22,29,01
2373,08038,03,09,10,11,15,19,13
2374,08037,01,12,22,24,28,31,06
2375,08036,02,06,13,18,23,28,16
2376,08035,07,11,14,17,18,29,16
2377,08034,03,05,09,11,21,29,09
2378,08033,12,17,18,30,31,33,04
2379,08032,05,14,16,21,23,28,13
2380,08031,03,06,11,15,21,31,13
2381,08030,06,15,18,19,20,28,11
2382,08029,01,09,14,22,29,32,12
2383,08028,01,13,21,26,29,32,10
2384,08027,15,18,19,23,24,26,13
2385,08026,05,17,19,27,29,32,03
2386,08025,08,16,17,18,19,21,14
2387,08024,11,20,21,26,28,30,13
2388,08023,08,16,18,25,26,32,02
2389,08022,12,18,20,24,28,32,05
2390,08021,09,12,19,20,26,28,15
2391,08020,03,10,13,15,28,30,03
2392,08019,02,09,11,17,27,31,05
2393,08018,02,05,06,23,26,33,13
2394,08017,02,05,07,17,20,22,02
2395,08016,03,12,14,21,29,33,13
2396,08015,06,08,11,16,29,33,03
2397,08014,03,09,11,17,21,31,14
2398,08013,02,08,15,16,22,28,10
2399,08012,03,04,05,16,20,30,13
2400,08011,02,14,17,21,30,32,03
2401,08010,03,08,11,17,21,27,09
2402,08009,09,21,29,30,31,32,16
2403,08008,02,15,16,23,26,27,07
2404,08007,01,13,17,22,23,30,11
2405,08006,01,14,16,18,22,27,14
2406,08005,03,05,15,22,24,25,15
2407,08004,04,08,22,23,27,29,08
2408,08003,06,08,11,13,17,19,12
2409,08002,03,04,18,22,25,29,09
2410,08001,02,04,07,09,14,29,03
2411,07153,01,04,19,20,25,31,15
2412,07152,11,17,21,29,30,33,08
2413,07151,01,06,10,11,23,25,02
2414,07150,03,05,11,13,19,24,05
2415,07149,01,17,19,22,28,30,03
2416,07148,03,09,16,17,23,28,07
2417,07147,03,07,18,24,26,27,04
2418,07146,04,18,22,24,26,30,09
2419,07145,08,09,11,12,25,31,11
2420,07144,08,14,23,25,28,32,16
2421,07143,01,06,22,23,24,26,04
2422,07142,11,20,25,26,27,30,08
2423,07141,02,03,04,06,17,31,08
2424,07140,01,05,16,21,22,26,11
2425,07139,06,10,12,14,16,22,06
2426,07138,02,03,15,17,19,25,16
2427,07137,03,07,08,18,20,22,03
2428,07136,01,02,18,21,25,29,14
2429,07135,01,11,16,26,31,33,16
2430,07134,01,04,10,13,18,25,15
2431,07133,03,06,07,11,13,33,10
2432,07132,01,09,16,21,22,23,05
2433,07131,03,05,07,16,22,27,05
2434,07130,03,05,09,11,27,31,04
2435,07129,05,07,20,21,22,30,08
2436,07128,09,10,19,21,27,31,05
2437,07127,06,09,13,16,24,28,11
2438,07126,09,10,19,23,26,31,09
2439,07125,03,05,18,20,27,33,01
2440,07124,03,07,13,16,19,32,16
2441,07123,01,13,15,23,28,32,02
2442,07122,04,07,19,24,26,32,09
2443,07121,03,10,21,22,27,28,06
2444,07120,06,07,11,12,18,25,01
2445,07119,03,08,11,13,25,31,12
2446,07118,04,10,16,18,25,32,15
2447,07117,03,07,09,10,26,32,01
2448,07116,03,05,07,11,17,27,13
2449,07115,01,05,10,16,20,26,02
2450,07114,05,12,15,24,27,33,05
2451,07113,04,18,23,25,26,31,10
2452,07112,07,11,14,16,25,32,11
2453,07111,02,09,10,12,13,17,11
2454,07110,02,04,07,15,24,28,03
2455,07109,01,04,07,08,13,14,04
2456,07108,03,07,12,13,20,33,02
2457,07107,02,08,09,18,24,28,10
2458,07106,12,18,21,24,25,29,08
2459,07105,02,07,10,17,23,29,14
2460,07104,02,08,12,14,20,32,04
2461,07103,07,09,25,27,30,32,01
2462,07102,04,06,08,18,20,33,11
2463,07101,15,16,18,21,22,30,14
2464,07100,08,18,27,29,30,32,06
2465,07099,03,04,14,27,31,33,05
2466,07098,02,03,05,11,19,20,12
2467,07097,04,08,13,18,26,30,11
2468,07096,09,10,20,22,30,32,08
2469,07095,01,06,08,18,29,32,07
2470,07094,03,05,18,19,24,32,02
2471,07093,05,10,13,15,19,29,02
2472,07092,14,18,22,23,24,33,09
2473,07091,02,11,17,30,31,32,07
2474,07090,05,11,13,27,30,31,02
2475,07089,03,07,08,15,19,28,03
2476,07088,02,04,10,28,29,33,06
2477,07087,01,03,04,05,08,21,09
2478,07086,05,08,14,22,27,29,16
2479,07085,02,12,17,19,29,30,12
2480,07084,06,10,12,14,20,27,10
2481,07083,11,14,18,20,21,26,05
2482,07082,05,15,17,18,25,32,15
2483,07081,09,14,15,19,24,33,13
2484,07080,01,08,16,18,19,29,04
2485,07079,03,04,14,20,21,25,14
2486,07078,04,06,07,23,25,32,01
2487,07077,06,08,14,21,28,29,02
2488,07076,06,12,15,16,20,31,02
2489,07075,13,16,17,22,30,32,03
2490,07074,08,13,15,25,27,28,03
2491,07073,05,09,11,19,28,31,02
2492,07072,02,04,08,13,14,33,16
2493,07071,01,06,14,21,30,31,09
2494,07070,06,08,15,17,18,30,12
2495,07069,03,04,11,12,14,32,12
2496,07068,11,18,19,22,23,28,01
2497,07067,06,11,13,17,21,23,11
2498,07066,05,11,16,24,32,33,08
2499,07065,04,07,19,21,25,31,07
2500,07064,02,06,09,16,21,23,16
2501,07063,10,15,17,24,26,28,12
2502,07062,08,17,20,29,30,33,09
2503,07061,01,06,07,11,20,23,05
2504,07060,01,02,08,16,19,29,05
2505,07059,01,03,04,06,07,29,14
2506,07058,07,08,10,13,25,27,07
2507,07057,05,11,18,19,20,21,09
2508,07056,14,17,21,29,31,32,12
2509,07055,02,06,11,22,28,29,02
2510,07054,01,03,16,18,23,28,05
2511,07053,10,13,16,17,18,27,11
2512,07052,02,03,07,08,26,29,07
2513,07051,03,14,16,26,27,33,13
2514,07050,01,05,08,13,18,25,02
2515,07049,04,14,18,19,31,33,02
2516,07048,02,11,12,15,17,28,12
2517,07047,02,04,16,18,23,30,06
2518,07046,02,06,07,09,19,26,14
2519,07045,01,12,18,21,28,30,10
2520,07044,09,13,20,21,24,32,08
2521,07043,03,08,10,11,14,30,05
2522,07042,03,13,16,19,32,33,08
2523,07041,01,03,09,11,26,31,12
2524,07040,13,14,15,19,24,30,10
2525,07039,06,07,19,24,27,29,01
2526,07038,03,11,14,19,21,30,05
2527,07037,10,11,16,23,31,33,16
2528,07036,03,14,21,23,30,31,10
2529,07035,01,04,08,12,29,31,06
2530,07034,02,09,12,14,23,25,16
2531,07033,03,04,11,17,18,28,09
2532,07032,04,08,16,24,30,32,16
2533,07031,04,06,10,12,19,31,01
2534,07030,03,16,21,22,27,30,04
2535,07029,06,08,09,11,19,21,10
2536,07028,03,08,13,20,29,30,11
2537,07027,02,03,09,22,24,27,11
2538,07026,01,04,14,16,26,29,10
2539,07025,03,16,18,22,23,26,03
2540,07024,08,09,17,25,27,32,06
2541,07023,03,07,13,17,32,33,02
2542,07022,02,04,07,10,18,27,10
2543,07021,03,06,09,11,25,31,13
2544,07020,05,10,16,20,28,31,14
2545,07019,04,11,16,23,29,31,14
2546,07018,01,12,18,20,21,26,11
2547,07017,05,09,10,24,25,32,14
2548,07016,01,18,20,22,26,33,05
2549,07015,03,04,08,18,22,30,15
2550,07014,01,13,16,20,24,26,09
2551,07013,05,15,18,27,29,32,05
2552,07012,03,05,07,21,26,28,04
2553,07011,03,10,15,25,28,33,16
2554,07010,03,08,14,17,30,32,05
2555,07009,02,04,14,15,25,27,15
2556,07008,01,04,05,18,19,25,10
2557,07007,04,12,15,17,22,32,14
2558,07006,06,10,14,22,26,27,11
2559,07005,01,05,06,16,24,30,12
2560,07004,03,07,10,13,25,33,10
2561,07003,05,09,11,12,22,27,15
2562,07002,05,06,14,20,21,22,01
2563,07001,02,04,09,10,20,26,14
2564,06154,07,14,18,20,30,33,13
2565,06153,01,07,11,20,30,33,10
2566,06152,01,14,20,25,27,31,15
2567,06151,01,03,04,06,16,22,08
2568,06150,08,09,12,18,25,27,12
2569,06149,02,03,05,11,15,32,15
2570,06148,04,08,12,13,23,29,01
2571,06147,01,04,15,17,27,31,01
2572,06146,03,09,13,23,28,30,05
2573,06145,02,07,23,26,28,31,07
2574,06144,04,10,13,16,22,29,06
2575,06143,01,15,20,29,31,32,08
2576,06142,10,16,19,22,26,27,16
2577,06141,16,18,22,23,25,31,11
2578,06140,01,08,11,18,19,23,05
2579,06139,07,08,14,21,23,25,05
2580,06138,04,09,11,17,18,26,08
2581,06137,10,14,17,21,27,31,09
2582,06136,11,15,17,21,22,24,05
2583,06135,04,19,21,22,23,31,04
2584,06134,10,13,18,26,28,30,12
2585,06133,04,06,20,25,29,31,03
2586,06132,06,14,22,26,30,33,01
2587,06131,03,04,09,22,26,33,01
2588,06130,01,12,21,22,30,32,02
2589,06129,09,14,18,22,27,29,12
2590,06128,04,15,21,30,31,33,05
2591,06127,03,04,11,17,19,30,01
2592,06126,02,08,13,16,24,33,09
2593,06125,15,19,23,30,32,33,06
2594,06124,12,13,14,18,31,32,13
2595,06123,02,03,20,25,28,32,06
2596,06122,04,05,06,08,22,24,03
2597,06121,03,04,06,27,31,33,06
2598,06120,06,08,14,15,24,33,09
2599,06119,01,02,14,20,27,30,02
2600,06118,01,03,07,08,10,30,05
2601,06117,06,14,20,22,23,26,09
2602,06116,05,16,21,22,32,33,09
2603,06115,01,10,20,26,28,29,15
2604,06114,08,10,14,20,27,29,16
2605,06113,05,14,17,18,28,33,02
2606,06112,04,09,13,15,31,33,11
2607,06111,01,08,11,16,17,22,15
2608,06110,09,12,14,18,27,33,13
2609,06109,01,05,17,18,23,26,13
2610,06108,02,06,08,20,24,30,09
2611,06107,01,06,08,13,17,30,07
2612,06106,02,12,14,19,28,33,10
2613,06105,05,12,14,15,20,31,01
2614,06104,03,07,22,27,28,31,11
2615,06103,12,14,15,25,28,31,06
2616,06102,01,04,13,19,20,24,11
2617,06101,09,12,20,26,27,28,16
2618,06100,01,11,18,26,30,32,03
2619,06099,09,12,18,23,24,27,05
2620,06098,06,07,10,11,18,23,16
2621,06097,11,14,15,20,26,27,12
2622,06096,01,05,09,13,18,33,14
2623,06095,01,03,17,20,21,29,16
2624,06094,15,16,17,18,24,33,13
2625,06093,02,12,16,18,19,23,05
2626,06092,02,08,11,16,20,21,14
2627,06091,07,08,12,21,22,24,07
2628,06090,02,11,15,20,23,29,11
2629,06089,01,13,16,18,19,22,01
2630,06088,03,11,20,24,25,26,01
2631,06087,04,05,08,09,12,30,05
2632,06086,04,06,10,24,26,31,06
2633,06085,02,06,18,21,24,25,08
2634,06084,01,12,17,21,25,28,12
2635,06083,07,09,18,19,26,29,10
2636,06082,03,13,15,23,28,29,09
2637,06081,14,16,18,21,22,32,04
2638,06080,15,17,20,22,26,29,09
2639,06079,06,11,13,17,20,32,08
2640,06078,03,05,17,22,31,33,12
2641,06077,08,09,12,13,19,33,09
2642,06076,04,10,17,21,29,32,14
2643,06075,10,21,22,23,25,33,11
2644,06074,01,03,15,19,25,33,04
2645,06073,05,13,16,18,27,29,12
2646,06072,02,03,05,20,21,24,08
2647,06071,05,11,12,19,29,31,01
2648,06070,02,03,11,13,20,27,02
2649,06069,05,16,20,22,29,30,08
2650,06068,03,07,10,14,30,33,10
2651,06067,07,08,11,16,17,24,13
2652,06066,06,08,11,18,30,33,05
2653,06065,04,08,17,28,29,30,13
2654,06064,03,12,14,21,24,28,11
2655,06063,04,05,15,21,23,24,08
2656,06062,18,22,23,24,26,30,01
2657,06061,05,13,17,19,25,30,11
2658,06060,05,15,19,23,30,32,14
2659,06059,05,10,15,17,27,29,11
2660,06058,01,12,22,23,24,25,14
2661,06057,03,04,17,18,21,31,08
2662,06056,11,13,15,21,23,25,08
2663,06055,04,05,28,29,31,33,11
2664,06054,03,05,07,10,28,30,04
2665,06053,01,11,17,27,28,31,02
2666,06052,11,24,26,27,30,32,03
2667,06051,02,06,07,17,27,30,16
2668,06050,02,06,12,15,25,31,07
2669,06049,06,10,12,13,17,20,03
2670,06048,09,13,19,25,29,32,12
2671,06047,02,17,20,22,28,32,03
2672,06046,13,18,23,29,31,32,08
2673,06045,06,07,10,14,20,21,04
2674,06044,02,10,18,21,30,31,05
2675,06043,05,12,13,16,23,32,03
2676,06042,03,16,23,26,28,31,11
2677,06041,03,10,16,18,21,28,04
2678,06040,15,22,25,26,28,33,03
2679,06039,16,19,22,28,31,32,03
2680,06038,02,14,17,19,22,30,10
2681,06037,02,12,23,24,25,32,14
2682,06036,04,07,10,16,17,21,09
2683,06035,03,09,13,21,27,29,13
2684,06034,02,10,15,16,17,33,13
2685,06033,15,20,22,23,27,31,06
2686,06032,05,18,20,24,26,31,09
2687,06031,03,10,12,16,31,32,14
2688,06030,08,13,15,17,20,32,14
2689,06029,03,04,07,09,14,19,08
2690,06028,05,07,14,16,17,27,04
2691,06027,06,08,11,14,16,27,15
2692,06026,01,02,18,22,29,32,03
2693,06025,03,04,17,19,24,32,05
2694,06024,02,07,09,11,21,27,06
2695,06023,04,13,14,19,23,28,08
2696,06022,02,03,04,13,16,27,13
2697,06021,01,02,05,20,21,22,09
2698,06020,05,09,21,23,26,29,06
2699,06019,04,06,13,22,26,32,07
2700,06018,01,13,14,17,24,26,05
2701,06017,03,04,08,31,32,33,02
2702,06016,01,07,13,17,23,30,16
2703,06015,02,03,09,15,29,32,03
2704,06014,06,14,26,29,32,33,07
2705,06013,01,05,06,12,16,21,11
2706,06012,09,11,13,27,31,33,10
2707,06011,05,07,08,14,27,31,11
2708,06010,04,06,12,19,27,29,08
2709,06009,05,06,08,20,26,30,06
2710,06008,03,05,09,18,28,32,16
2711,06007,04,16,18,27,32,33,07
2712,06006,08,21,22,23,26,32,14
2713,06005,03,19,20,24,26,27,11
2714,06004,04,08,17,27,28,31,07
2715,06003,02,04,05,06,16,20,12
2716,06002,07,13,16,21,26,28,09
2717,06001,01,12,15,19,21,28,03
2718,05153,04,05,07,21,26,29,01
2719,05152,01,05,12,14,21,27,03
2720,05151,04,11,12,13,19,30,05
2721,05150,03,07,10,14,18,20,02
2722,05149,11,16,21,23,25,32,07
2723,05148,03,15,17,23,24,29,13
2724,05147,06,07,15,27,28,30,10
2725,05146,07,11,19,20,24,28,02
2726,05145,03,07,08,17,20,28,15
2727,05144,01,08,14,15,19,27,09
2728,05143,03,10,15,17,20,32,08
2729,05142,07,10,12,17,22,29,05
2730,05141,03,05,08,12,16,19,15
2731,05140,04,06,07,08,12,17,07
2732,05139,02,07,20,23,32,33,10
2733,05138,03,05,06,11,20,22,13
2734,05137,03,09,15,23,25,33,12
2735,05136,05,14,16,18,25,27,13
2736,05135,01,05,13,15,21,25,11
2737,05134,04,13,14,18,26,30,01
2738,05133,01,07,14,16,18,25,11
2739,05132,02,04,10,18,27,29,15
2740,05131,02,07,10,11,12,24,03
2741,05130,03,05,09,15,20,25,16
2742,05129,05,10,14,20,27,33,03
2743,05128,02,04,14,23,29,33,15
2744,05127,04,06,11,14,23,25,12
2745,05126,02,08,13,19,25,26,09
2746,05125,06,14,18,28,31,32,03
2747,05124,05,06,10,19,31,33,11
2748,05123,11,12,13,17,18,25,07
2749,05122,01,04,07,14,30,32,09
2750,05121,01,07,20,25,31,32,12
2751,05120,01,06,13,18,30,32,14
2752,05119,01,07,11,18,20,22,02
2753,05118,04,09,12,15,26,31,16
2754,05117,06,17,22,27,28,32,03
2755,05116,04,06,08,14,15,30,10
2756,05115,03,12,18,23,30,33,02
2757,05114,06,07,10,15,21,27,06
2758,05113,15,18,20,22,26,27,03
2759,05112,04,12,22,28,29,30,16
2760,05111,03,07,15,16,19,29,09
2761,05110,07,10,16,19,24,25,09
2762,05109,03,05,13,15,17,31,04
2763,05108,03,10,12,24,29,30,06
2764,05107,09,10,20,24,25,26,11
2765,05106,01,11,13,24,26,31,13
2766,05105,04,15,23,30,32,33,03
2767,05104,02,04,21,23,30,33,09
2768,05103,04,07,16,18,23,30,07
2769,05102,02,05,06,14,24,31,12
2770,05101,09,16,19,21,22,24,12
2771,05100,02,04,09,14,16,31,03
2772,05099,10,13,16,22,24,31,09
2773,05098,12,15,19,22,31,33,01
2774,05097,05,10,23,27,28,30,15
2775,05096,04,05,17,18,26,33,04
2776,05095,09,12,18,21,28,29,05
2777,05094,03,05,09,23,27,33,03
2778,05093,04,06,17,23,25,29,14
2779,05092,08,13,19,26,28,31,10
2780,05091,01,11,12,15,26,27,13
2781,05090,01,09,21,25,29,32,03
2782,05089,05,19,20,23,26,31,12
2783,05088,01,03,07,18,20,24,07
2784,05087,08,09,15,16,23,26,08
2785,05086,07,11,12,24,27,29,12
2786,05085,08,09,13,14,20,22,12
2787,05084,01,02,07,15,19,20,03
2788,05083,03,05,09,14,16,30,13
2789,05082,01,07,11,14,19,20,12
2790,05081,02,04,10,12,26,30,03
2791,05080,01,12,14,26,27,32,16
2792,05079,03,09,20,24,25,28,05
2793,05078,03,11,15,20,26,32,11
2794,05077,08,17,22,24,32,33,16
2795,05076,04,09,11,22,25,28,13
2796,05075,11,13,14,16,18,31,14
2797,05074,06,09,18,20,26,29,09
2798,05073,01,06,08,09,18,20,01
2799,05072,06,10,19,20,24,33,11
2800,05071,04,08,12,14,16,22,10
2801,05070,03,04,08,14,16,26,04
2802,05069,07,09,21,24,31,33,12
2803,05068,01,08,10,13,25,33,13
2804,05067,03,12,16,20,21,26,16
2805,05066,02,04,10,11,25,28,05
2806,05065,12,16,17,21,22,23,16
2807,05064,10,18,23,27,30,32,08
2808,05063,02,11,13,18,22,30,04
2809,05062,02,07,11,12,20,23,07
2810,05061,05,09,14,21,23,24,01
2811,05060,09,12,21,25,31,33,13
2812,05059,07,11,14,18,24,29,07
2813,05058,04,06,10,21,25,26,10
2814,05057,05,06,10,15,30,31,13
2815,05056,12,17,19,27,29,31,09
2816,05055,05,20,22,30,32,33,09
2817,05054,05,13,17,18,21,29,14
2818,05053,04,07,10,14,27,29,09
2819,05052,01,02,14,17,30,32,01
2820,05051,03,06,14,19,20,21,02
2821,05050,02,09,12,20,26,32,13
2822,05049,02,03,08,10,25,27,12
2823,05048,06,07,08,10,16,28,02
2824,05047,02,03,05,07,08,27,15
2825,05046,09,16,18,20,22,24,05
2826,05045,01,07,10,15,18,20,10
2827,05044,01,06,16,17,18,22,09
2828,05043,04,05,06,07,08,32,05
2829,05042,11,16,21,26,27,30,15
2830,05041,02,11,16,23,24,29,03
2831,05040,01,12,21,24,30,32,13
2832,05039,02,16,18,19,21,29,09
2833,05038,04,07,11,20,27,28,16
2834,05037,07,12,14,22,24,32,16
